record_path,session,participant,gesture,class,y,trial
..\data\raw\grabmyo\1.1.0\Session3\session3_participant25\session3_participant25_gesture15_trial7,3,25,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant25\session3_participant25_gesture16_trial1,3,25,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant25\session3_participant25_gesture16_trial2,3,25,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant25\session3_participant25_gesture16_trial3,3,25,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant25\session3_participant25_gesture16_trial4,3,25,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant25\session3_participant25_gesture16_trial5,3,25,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant25\session3_participant25_gesture16_trial6,3,25,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant25\session3_participant25_gesture16_trial7,3,25,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture11_trial1,1,26,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture11_trial2,1,26,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture11_trial3,1,26,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture11_trial4,1,26,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture11_trial5,1,26,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture11_trial6,1,26,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture11_trial7,1,26,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture12_trial1,1,26,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture12_trial2,1,26,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture12_trial3,1,26,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture12_trial4,1,26,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture12_trial5,1,26,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture12_trial6,1,26,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture12_trial7,1,26,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture15_trial1,1,26,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture15_trial2,1,26,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture15_trial3,1,26,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture15_trial4,1,26,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture15_trial5,1,26,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture15_trial6,1,26,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture15_trial7,1,26,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture16_trial1,1,26,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture16_trial2,1,26,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture16_trial3,1,26,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture16_trial4,1,26,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture16_trial5,1,26,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture16_trial6,1,26,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant26\session1_participant26_gesture16_trial7,1,26,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture11_trial1,2,26,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture11_trial2,2,26,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture11_trial3,2,26,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture11_trial4,2,26,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture11_trial5,2,26,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture11_trial6,2,26,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture11_trial7,2,26,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture12_trial1,2,26,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture12_trial2,2,26,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture12_trial3,2,26,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture12_trial4,2,26,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture12_trial5,2,26,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture12_trial6,2,26,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture12_trial7,2,26,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture15_trial1,2,26,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture15_trial2,2,26,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture15_trial3,2,26,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture15_trial4,2,26,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture15_trial5,2,26,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture15_trial6,2,26,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture15_trial7,2,26,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture16_trial1,2,26,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture16_trial2,2,26,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture16_trial3,2,26,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture16_trial4,2,26,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture16_trial5,2,26,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture16_trial6,2,26,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant26\session2_participant26_gesture16_trial7,2,26,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture11_trial1,3,26,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture11_trial2,3,26,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture11_trial3,3,26,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture11_trial4,3,26,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture11_trial5,3,26,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture11_trial6,3,26,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture11_trial7,3,26,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture12_trial1,3,26,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture12_trial2,3,26,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture12_trial3,3,26,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture12_trial4,3,26,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture12_trial5,3,26,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture12_trial6,3,26,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture12_trial7,3,26,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture15_trial1,3,26,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture15_trial2,3,26,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture15_trial3,3,26,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture15_trial4,3,26,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture15_trial5,3,26,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture15_trial6,3,26,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture15_trial7,3,26,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture16_trial1,3,26,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture16_trial2,3,26,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture16_trial3,3,26,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture16_trial4,3,26,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture16_trial5,3,26,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture16_trial6,3,26,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant26\session3_participant26_gesture16_trial7,3,26,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture11_trial1,1,27,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture11_trial2,1,27,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture11_trial3,1,27,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture11_trial4,1,27,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture11_trial5,1,27,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture11_trial6,1,27,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture11_trial7,1,27,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture12_trial1,1,27,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture12_trial2,1,27,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture12_trial3,1,27,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture12_trial4,1,27,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture12_trial5,1,27,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture12_trial6,1,27,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture12_trial7,1,27,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture15_trial1,1,27,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture15_trial2,1,27,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture15_trial3,1,27,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture15_trial4,1,27,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture15_trial5,1,27,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture15_trial6,1,27,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture15_trial7,1,27,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture16_trial1,1,27,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture16_trial2,1,27,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture16_trial3,1,27,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture16_trial4,1,27,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture16_trial5,1,27,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture16_trial6,1,27,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant27\session1_participant27_gesture16_trial7,1,27,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture11_trial1,2,27,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture11_trial2,2,27,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture11_trial3,2,27,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture11_trial4,2,27,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture11_trial5,2,27,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture11_trial6,2,27,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture11_trial7,2,27,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture12_trial1,2,27,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture12_trial2,2,27,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture12_trial3,2,27,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture12_trial4,2,27,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture12_trial5,2,27,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture12_trial6,2,27,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture12_trial7,2,27,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture15_trial1,2,27,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture15_trial2,2,27,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture15_trial3,2,27,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture15_trial4,2,27,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture15_trial5,2,27,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture15_trial6,2,27,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture15_trial7,2,27,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture16_trial1,2,27,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture16_trial2,2,27,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture16_trial3,2,27,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture16_trial4,2,27,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture16_trial5,2,27,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture16_trial6,2,27,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant27\session2_participant27_gesture16_trial7,2,27,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture11_trial1,3,27,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture11_trial2,3,27,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture11_trial3,3,27,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture11_trial4,3,27,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture11_trial5,3,27,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture11_trial6,3,27,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture11_trial7,3,27,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture12_trial1,3,27,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture12_trial2,3,27,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture12_trial3,3,27,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture12_trial4,3,27,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture12_trial5,3,27,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture12_trial6,3,27,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture12_trial7,3,27,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture15_trial1,3,27,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture15_trial2,3,27,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture15_trial3,3,27,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture15_trial4,3,27,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture15_trial5,3,27,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture15_trial6,3,27,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture15_trial7,3,27,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture16_trial1,3,27,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture16_trial2,3,27,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture16_trial3,3,27,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture16_trial4,3,27,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture16_trial5,3,27,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture16_trial6,3,27,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant27\session3_participant27_gesture16_trial7,3,27,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture11_trial1,1,28,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture11_trial2,1,28,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture11_trial3,1,28,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture11_trial4,1,28,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture11_trial5,1,28,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture11_trial6,1,28,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture11_trial7,1,28,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture12_trial1,1,28,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture12_trial2,1,28,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture12_trial3,1,28,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture12_trial4,1,28,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture12_trial5,1,28,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture12_trial6,1,28,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture12_trial7,1,28,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture15_trial1,1,28,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture15_trial2,1,28,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture15_trial3,1,28,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture15_trial4,1,28,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture15_trial5,1,28,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture15_trial6,1,28,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture15_trial7,1,28,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture16_trial1,1,28,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture16_trial2,1,28,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture16_trial3,1,28,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture16_trial4,1,28,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture16_trial5,1,28,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture16_trial6,1,28,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant28\session1_participant28_gesture16_trial7,1,28,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture11_trial1,2,28,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture11_trial2,2,28,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture11_trial3,2,28,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture11_trial4,2,28,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture11_trial5,2,28,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture11_trial6,2,28,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture11_trial7,2,28,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture12_trial1,2,28,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture12_trial2,2,28,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture12_trial3,2,28,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture12_trial4,2,28,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture12_trial5,2,28,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture12_trial6,2,28,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture12_trial7,2,28,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture15_trial1,2,28,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture15_trial2,2,28,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture15_trial3,2,28,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture15_trial4,2,28,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture15_trial5,2,28,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture15_trial6,2,28,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture15_trial7,2,28,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture16_trial1,2,28,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture16_trial2,2,28,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture16_trial3,2,28,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture16_trial4,2,28,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture16_trial5,2,28,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture16_trial6,2,28,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant28\session2_participant28_gesture16_trial7,2,28,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant28\session3_participant28_gesture11_trial1,3,28,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant28\session3_participant28_gesture11_trial2,3,28,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant28\session3_participant28_gesture11_trial3,3,28,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant28\session3_participant28_gesture11_trial4,3,28,11,WF,0,4
